EPNUM,RTYPE,GQTYPE,RELSHIP,QSEX,QAGE,CENHISP,CENRACE,LIVE_ALONE,NUMRACE,PGQSHRT,GQTYPE_PL,VOTING_AGE,TABBLKST,TABBLKCOU,TABTRACTCE,TABBLK,TABBLKGRPCE,AIANNHCE,AIANNHFP,AIANNHNS,AIHHTLI,ANRCFP,ANRCNS,AREALAND,AREAWATER,AREAWATERCSTL,AREAWATERGRLK,AREAWATERINLD,AREAWATERTSEA,CBSAFP,CD116FP,CNECTAFP,CONCITFP,CONCITNS,COUNTYFS,COUNTYNS,COUSUBFP,COUSUBFS,COUSUBNS,CSAFP,DIVISIONCE,ESTATEFP,ESTATENS,INTPTLAT,INTPTLON,LWBLKTYP,MEMI,METDIVFP,NECTADIVFP,NECTAFP,NMEMI,PCICBSA,PCINECTA,PLACEFP,PLACEFS,PLACENS,PUMA,REGIONCE,SDELMLEA,SDSECLEA,SDUNILEA,SLDLST,SLDUST,STATENS,SUBMCDFP,SUBMCDNS,TBLKGRPCE,TRIBALSUBCE,TRIBALSUBFP,TRIBALSUBNS,TTRACTCE,UACE,UATYP,UGACE,UR,VTDST,ZCTA5CE
60,3,000,22,1,22,1,04,2,1,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
61,3,000,22,1,23,1,04,2,1,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
62,3,000,22,1,25,1,01,2,1,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
63,3,000,22,1,25,1,01,2,1,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
64,3,000,22,1,25,1,01,2,1,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
65,3,000,22,1,25,2,11,2,2,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
66,3,000,22,1,26,1,01,2,1,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
67,3,000,22,1,26,1,02,2,1,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
68,3,000,22,1,26,1,02,2,1,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
69,3,000,22,1,26,2,11,2,2,0,0,2,04,013,812000,1014,1,9999,99999,99999999,9,99999,99999999,178585,0,0,0,0,0,38060,05,999,99999,99999999,A,00037026,90561,S,01934928,429,8,99999,99999999,+33.2894160,-111.8566938,L,1,99999,99999,99999,9,Y,N,12000,A,02409433,00107,4,99999,99999,01870,017,017,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000441,85225
70,3,000,20,1,78,1,04,2,1,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
71,3,000,20,1,83,2,11,2,2,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
72,3,000,20,1,83,2,11,2,2,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
73,3,000,20,1,83,2,11,2,2,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
74,3,000,20,2,20,1,05,2,1,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
75,3,000,20,2,52,1,01,2,1,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
76,3,000,20,2,52,1,01,2,1,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
77,3,000,20,2,52,1,01,2,1,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
78,3,000,20,2,52,1,01,2,1,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
79,3,000,21,1,27,2,11,2,2,0,0,2,04,013,092721,1002,1,9999,99999,99999999,9,99999,99999999,24279,0,0,0,0,0,38060,07,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5432060,-112.2446256,L,1,99999,99999,99999,9,N,N,27820,A,02410596,00124,4,99999,99999,06250,029,029,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000520,85305
80,3,000,20,2,58,1,01,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
81,3,000,20,2,58,1,01,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
82,3,000,20,2,58,1,01,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
83,3,000,20,2,58,1,01,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
84,3,000,20,2,59,2,06,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
85,3,000,21,1,39,1,01,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
86,3,000,21,1,39,1,01,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
87,3,000,21,1,45,1,01,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
88,3,000,21,1,45,1,01,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
89,3,000,21,1,47,1,01,2,1,0,0,2,04,013,061044,4013,4,9999,99999,99999999,9,99999,99999999,270789,0,0,0,0,0,38060,08,999,99999,99999999,A,00037026,92601,S,01934968,429,8,99999,99999999,+33.5760232,-112.4054798,L,1,99999,99999,99999,9,9,9,99999,9,99999999,00132,4,99999,99999,02690,013,013,01779777,99999,99999999,9,999,99999,99999999,999999,69184,U,99999,U,000014,85355
90,3,000,20,2,37,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
91,3,000,20,2,39,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
92,3,000,20,2,39,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
93,3,000,20,2,71,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
94,3,000,20,2,71,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
95,3,000,20,2,71,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
96,3,000,20,2,72,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
97,3,000,20,2,73,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
98,3,000,20,2,73,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
99,3,000,20,2,73,1,01,2,1,0,0,2,04,025,001202,1031,1,9999,99999,99999999,9,99999,99999999,101009,0,0,0,0,0,39150,04,999,99999,99999999,A,00042809,92754,S,01934971,999,8,99999,99999999,+34.5979269,-112.5084800,L,1,99999,99999,99999,9,N,N,83388,S,02409597,02502,4,99999,99999,06730,001,001,01779777,99999,99999999,9,999,99999,99999999,999999,72112,U,99999,U,000051,86305
100,3,000,25,2,4,1,49,2,4,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
101,3,000,25,2,16,1,01,2,1,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
102,3,000,25,2,16,1,01,2,1,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
103,3,000,25,2,17,1,01,2,1,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
104,3,000,25,2,17,1,01,2,1,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
105,3,000,25,2,17,1,01,2,1,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
106,3,000,25,2,17,1,01,2,1,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
107,3,000,25,2,17,1,01,2,1,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
108,3,000,25,2,17,1,01,2,1,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
109,3,000,25,2,17,1,01,2,1,0,0,1,05,119,003307,2003,2,9999,99999,99999999,9,99999,99999999,42634,0,0,0,0,0,30780,02,999,99999,99999999,A,00069177,91731,N,00069014,340,7,99999,99999999,+34.7935105,-092.2345153,L,1,99999,99999,99999,9,Y,N,50450,A,02404393,01501,3,99999,99999,10680,038,034,00068085,99999,99999999,9,999,99999,99999999,999999,50392,U,99999,U,000051,72116
110,3,000,20,2,62,1,01,1,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
111,3,000,20,2,63,1,01,1,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
112,3,000,20,1,74,1,01,2,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
113,3,000,20,2,27,1,01,2,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
114,3,000,20,2,27,1,01,2,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
115,3,000,20,2,27,1,01,2,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
116,3,000,20,2,27,1,01,2,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
117,3,000,20,2,29,1,01,2,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
118,3,000,20,2,69,1,01,2,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
119,3,000,20,2,69,1,01,2,1,0,0,2,05,121,960100,2024,2,9999,99999,99999999,9,99999,99999999,353834,0,0,0,0,0,99999,01,999,99999,99999999,A,00069178,93126,N,00069031,999,7,99999,99999999,+36.4282270,-090.9021643,L,9,99999,99999,99999,9,N,N,44780,A,02406114,00500,3,99999,99999,09570,056,019,00068085,99999,99999999,9,999,99999,99999999,999999,99999,9,99999,R,000015,72444
120,3,000,21,2,78,1,01,2,1,0,0,2,05,125,010515,2011,2,9999,99999,99999999,9,99999,99999999,1561847,0,0,0,0,0,30780,02,999,99999,99999999,A,00067102,92370,N,00069046,340,7,99999,99999999,+34.6496623,-092.9099068,L,1,99999,99999,99999,9,N,N,33482,S,02402601,01400,3,99999,99999,06420,022,014,00068085,99999,99999999,9,999,99999,99999999,999999,40267,U,99999,U,000002,71909
